title,address,phone,rating,category,logo,website,html_logo_help,html_logo,keyword,location
Swing 46,"349 W 46th St, New York, NY 10036, United States",12122629554,4.3,Jazz club,https://swing46.nyc/wp-content/uploads/2021/08/logo-sw46-wh.svg,http://www.swing46.nyc/,,"""""",clubs,nyc
Sapphire 39,"20 W 39th St, New York, NY 10018, United States",12124213600,3.8,Adult entertainment club,https://www.nysapphire.com/images/logo.png,https://www.nysapphire.com/,,"""""",clubs,nyc
Coby Club,"156 1/2 7th Ave, New York, NY 10011, United States",16465040519,4,Lounge,https://images.squarespace-cdn.com/content/v1/5a7bc20f6f4ca3e636938b3d/dcf06d64-7cd4-42a8-a2f9-201d7447ac45/coby+logo.png?format=original,https://www.cobyclubnyc.com/,,"""""",clubs,nyc
SGTS,"92 Ludlow St, New York, NY 10002, United States",212-254-9100,2,Night club,,,,"""""",clubs,nyc
The Red Room at KGB,"85 E 4th St, New York, NY 10003, United States",703-221-4587,4.7,Night club,https://redroomnyc.com/wp-content/uploads/media/sites/2/2022/04/red_room_logo_kgb_bar_340.jpg,http://redroomnyc.com/,,"""""",clubs,nyc
Susi Villa Trans - Transgender Parties,"500 W 48th St, New York, NY 10036, United States",13477781262,3.6,Bar,,,,"""""",clubs,nyc
Labyrinth,"Park Ave S, New York, NY 10010, United States",16468682100,3,Night club,,http://www.clublabyrinth.com/,,"""""",clubs,nyc
Dizzy's Club,"10 Columbus Cir, New York, NY 10019, United States",12122589595,4.7,Jazz club,https://images.squarespace-cdn.com/content/v1/5e74322153980d7786e4455a/1585670098159-J27WN7MF8K7SVD26GYMZ/jalc-white.png?format=1500w,http://jazz.org/dizzys,,"""""",clubs,nyc
Sapphire New York,"333 E 60th St, New York, NY 10022, United States",12124213600,3.8,Adult entertainment club,http://nysapphire.com/images/logo.png,http://www.nysapphire.com/,,"""""",clubs,nyc
The Jazz Club at Aman New York,"The Crown Building, 9 W 56th St, New York, NY 10019, United States",12129702626,4.6,Jazz club,https://www.thejazzclub.com/wp-content/uploads/jazz/jazz-logo.png?format=auto&width=470,https://www.thejazzclub.com/,,"""""",clubs,nyc
Blue Note Jazz Club,"131 W 3rd St, New York, NY 10012, United States",12124758592,4.4,Jazz club,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ86MGNdgIphVkuRqmGczfVlxekedaXrCFOJgnGRj7U&s,https://www.bluenotejazz.com/nyc/,,"""""",clubs,nyc
Don't Tell Mama,"343 W 46th St, New York, NY 10036, United States",12127570788,4.2,Night club,,http://www.donttellmamanyc.com/,,"""""",clubs,nyc
The Iridium,"1650 Broadway, New York, NY 10019, United States",12125822121,4.5,Live music venue,"https://static.wixstatic.com/media/c37e4e_d49c9720235741ae8ca9eb61f5320d26~mv2.png/v1/crop/x_33,y_27,w_754,h_221/fill/w_219,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Neon-Logo.png",https://www.theiridium.com/,,"""""",clubs,nyc
Club Room at Soho Grand,"310 W Broadway, New York, NY 10013, United States",12129653588,4.2,Bar,https://d3rg18dos0rgue.cloudfront.net/assets/clubroom/logo-mark-42c88a5ba6dc42b992cf48a9e5bcc31f61b55af682e3c910f0ff5667dd88d62d.svg,https://www.clubroomnyc.com/,,"""""",clubs,nyc
Gospel,"281 Lafayette St, New York, NY 10012, United States",19175619719,3.9,Lounge,https://www.clubroomnyc.com/,https://www.gospelnyc.com/,,"""""",clubs,nyc
The Delancey,"168 Delancey St, New York, NY 10002, United States",12122549920,4,Lounge,https://images.squarespace-cdn.com/content/v1/555a3c9de4b0f32d3a151970/1604337823603-W3AR1OJ236JXF5HPCN4C/982DEFB6-F7C6-4792-926D-9EC5030E4B12.PNG?format=1500w,https://thedelancey.com/,,"""""",clubs,nyc
Taj Lounge and Event Space,"48 W 21st St, New York, NY 10010, United States",12126203033,3.9,Event venue,"https://static.wixstatic.com/media/d1a3e9_f671c667624e473e9c7cc93a15932824~mv2.png/v1/fill/w_184,h_74,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Taj-Logo-2023wht-linepng.png",http://www.tajlounge.com/,,"""""",clubs,nyc
Birdland Jazz Club,"315 W 44th St #5402, New York, NY 10036, United States",12125813080,4.7,Jazz club,https://birdlandjazz.com/wp-content/uploads/2023/05/website-reno-banner-2-1024x640.png,https://www.birdlandjazz.com/,,"""""",clubs,nyc
The Mercury Lounge,"217 E Houston St, New York, NY 10002, United States",12122604700,4.5,Live music bar,https://mercuryeastpresents.com/wp-content/uploads/2021/05/MEP-logo-white.png,http://www.mercuryeastpresents.com/mercurylounge,,"""""",clubs,nyc
M Club New York,"235 W 45th St, New York, NY 10036, United States",800-627-7468,5,Bar,https://cache.marriott.com/content/dam/marriott-digital/mc/global-property-shared/en_us/logo/assets/mc_logo_L.png,https://www.marriott.com/en-us/hotels/nycmq-new-york-marriott-marquis/experiences/m-club/,,"""""",clubs,nyc
Rosewood Theater,"552 W 38th St, New York, NY 10018, United States",16464700368,4.2,Adult entertainment club,https://images.squarespace-cdn.com/content/v1/5aba7c7d1aef1d9339abc100/da0f1c99-b94d-4ecd-bb7a-2f1699179886/Rosewood+Theater+Logo+Red+White+copy.png?format=1500w,https://www.rosewoodtheater.com/,,"""""",clubs,nyc
The Yale Club,"50 Vanderbilt Ave, New York, NY 10017, United States",12127162100,4.6,Club,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXcoaINulrx0TEHKSrhWhoOX8_H-spFAhZ0ydrUCI&s,http://www.yaleclubnyc.org/,,"""""",clubs,nyc
Den Social Lounge,"65 W 36th St., New York, NY 10018, United States",,3.4,Lounge,https://images.squarespace-cdn.com/content/v1/5cba59b5b7c92cb94497884b/1614736660813-B1DJ01LGNVYF7RHNCOBT/den+social+stacked+logo.png?format=1500w,https://www.densocial.com/lounge,,"""""",clubs,nyc
Eagle NYC,"554 W 28th St, New York, NY 10001, United States",16464731866,4.1,Gay bar,,https://eagle-ny.com/,,"""""",clubs,nyc
Club,"230 5th Ave, New York, NY 10001, United States",,,Bar,,,,"""""",clubs,nyc
Little Sister Lounge,"112 E 11th St, New York, NY 10013, United States",12128881095,2.1,Lounge,https://moxyeastvillage.com/content/uploads/sites/5/2019/04/Moxy_East_Village_Logo_2-Color-Blk-1.png,http://moxyeastvillage.com/little-sister-lounge/,,"""""",clubs,nyc
Latin Mondays at TAJ,"48 W 21st St, New York, NY 10010, United States",17187496290,4.2,Dance club,,https://www.eventbrite.com/e/latin-mondays-at-taj-early-bird-sale-mondays-you-can-purchase-at-the-door-tickets-163403280611?aff=erellivmlt,,"""""",clubs,nyc
LOUNGE 247,"247 Eldridge St, New York, NY 10002, United States",12124324320,4,Lounge,,,,"""""",clubs,nyc
DROM,"85 Avenue A, New York, NY 10009, United States",12127771157,4.2,Live music venue,https://dromnyc.com/wp-content/uploads/2021/12/logo_drompik-300x300-1-e1644462097519.png,http://www.dromnyc.com/,,"""""",clubs,nyc
Bounce Sporting Club,"55 W 21st St, New York, NY 10010, United States",12126758007,3.5,Sports bar,https://bouncesportingclub.com/wp-content/uploads/2021/09/logo-bounce-white.png,https://www.bouncesportingclub.com/,,"""""",clubs,nyc
Smalls Jazz Club,"183 W 10th St, New York, NY 10014, United States",,4.6,Jazz club,https://www.smallslive.com/static/new_logo_transparent.7ebdd30cddc2.png,http://www.smallslive.com/,,"""""",clubs,nyc
Members Only Club,"410 W 47th St, New York, NY 10036, United States",,5,Social club,,,,"""""",clubs,nyc
Zinc Bar,"82 W 3rd St, New York, NY 10012, United States",(212) 477-9462,4.3,Bar,https://www.zincjazz.com/wp-content/uploads/2018/06/Zinc-Logo-white04-cropped.png,https://www.zincjazz.com/,,"""""",clubs,nyc
Harvard Club of New York City,"35 W 44th St, New York, NY 10036, United States",12128406600,4.7,Club,https://www.hcny.com/wp-content/themes/hcny_2015/assets/logo-new.png,http://www.hcny.com/,,"""""",clubs,nyc
Male Strip Club NYC of Male Strippers NYC - Exotique Men,"Times Square, New York, NY 10036, United States",16466635130,4.6,Adult entertainment club,https://scontent.fskt2-1.fna.fbcdn.net/v/t39.30808-1/321039421_892400205447023_521826665512529244_n.jpg?stp=c0.2.120.120a_cp0_dst-jpg_e15_p120x120_q65&_nc_cat=107&ccb=1-7&_nc_sid=dbb9e7&_nc_ohc=mjZ7cmi01d8AX9_4gVX&_nc_ht=scontent.fskt2-1.fna&oh=00_AfBRBtlpPB6i8uDvRUetaaMGs8LJj9MBICIfOhdhhHE8JA&oe=648D4461,https://exotiquemen.com/,,"""""",clubs,nyc
Winnie's Jazz Bar,"63 W 38th St, New York, NY 10018, United States",16468469063,4.6,Jazz club,https://winniesnyc.com/wp-content/uploads/2019/03/winnies-logo.png,https://winniesnyc.com/,,"""""",clubs,nyc
The Fleur Room,"105 W 28th St, New York, NY 10001, United States",12128881095,3.9,Lounge,https://moxychelsea.com/content/uploads/sites/3/2019/02/FNY_Logo_Reverse-1024x247.png,https://moxychelsea.com/the-fleur-room/,,"""""",clubs,nyc
Paul's Cocktail Lounge,"2 6th Ave, New York, NY 10013, United States",12125196600,3.1,Lounge,,http://roxyhotelnyc.com/,,"""""",clubs,nyc
Karma,"51 1st Ave., New York, NY 10003, United States",12126773160,3.9,Hookah bar,,,,"""""",clubs,nyc
Mezzrow,"163 W 10th St, New York, NY 10014, United States",,4.6,Jazz club,,https://www.smallslive.com/,,"""""",clubs,nyc
Fairytail Lounge,"500 W 48th St, New York, NY 10036, United States",13477781262,3.3,Gay bar,,https://www.instagram.com/fairytailnyc/?hl=en,,"""""",clubs,nyc
Bob Bar,"247 Eldridge St, New York, NY 10002, United States",,4.1,Bar,,,,"""""",clubs,nyc
124 Old Rabbit Club,"124 MacDougal St, New York, NY 10012, United States",16467819646,4.6,Lounge,https://static.spotapps.co/web/124rabbitclub--com/custom/logo_fb.png,https://124rabbitclub.com/,,"""""",clubs,nyc
Village Vanguard,"178 7th Ave S, New York, NY 10014, United States",12122554037,4.7,Jazz club,https://villagevanguard.com/wp-content/uploads/2018/11/vilvanLogo.png,http://www.villagevanguard.com/,,"""""",clubs,nyc
Downtime,"25 Avenue B, New York, NY 10009, United States",16468820593,3.1,Lounge,https://downtimebarnyc.com/wp-content/uploads/2019/06/downtime-logo-black.png,https://downtimebarnyc.com/,,"""""",clubs,nyc
Get Punished,"229 W 28th St, New York, NY 10001, United States",19175132484,3.9,Adult entertainment club,,http://www.getpunished.com/,,"""""",clubs,nyc
53 Above,"318 W 53rd St, New York, NY 10019, United States",12127572323,5,Cabaret club,https://www.53above.com/img/venues/53above-logo-b45b0a0a.jpg?1487670989,https://www.53above.com/contact/,,"""""",clubs,nyc
Paul’s Casablanca,"305 Spring St, New York, NY 10013, United States",12126205220,2.9,Bar,,https://www.paulscasablanca.com/,,"""""",clubs,nyc
Space Karaoke Bar & Lounge | Koreatown NYC,"34 W 32nd St Floor 11, New York, NY 10001, United States",16467564206,4.3,Karaoke bar,"https://cdn.spacekaraoke.com/wordpress/wp-content/uploads/Space-Karaoke-Alien-Logo-Only.png?strip=all&lossy=1&sharp=1&ssl=1&fit=43,43",https://spacekaraoke.com/,,"""""",clubs,nyc
Taboo Lounge,"406 8th Ave, New York, NY 10001, United States",16465247299,3.4,Hookah bar,,,,"""""",clubs,nyc
Broadway Comedy Club,"318 W 53rd St, New York, NY 10019, United States",12127572323,3.8,Comedy club,https://dcljq95dq4enn.cloudfront.net/wp-content/uploads/2022/11/broadway-logo-navy-white4.png,http://www.broadwaycomedyclub.com/,,"""""",clubs,nyc
Friars Club,"57 E 55th St, New York, NY 10022, United States",16469707272,4.5,Club,,,,"""""",clubs,nyc
ReVision Lounge and Gallery,"219 Avenue B, New York, NY 10009, United States",12129331275,3.9,Bar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGz4ECot6oJa6vfkH8A-hxaTMzE9d2SWf1w-qjgeOMzdrdJ57l7LmW0AUuC08OfQcsr38&usqp=CAU,http://www.revisionlounge.com/,,"""""",clubs,nyc
Lil Nip-Nip,"32 6th Ave, New York, NY 10013, United States",,,Night club,,,,"""""",clubs,nyc
Bus,"425 W 49th St, New York, NY 10019, United States",,1,Night club,,,,"""""",clubs,nyc
BLUE CIRCLE,"95 Wall St, New York, NY 10005, United States",646-460-2550,,Night club,,,,"""""",clubs,nyc
House of X,"215 Chrystie St, New York, NY 10002, United States",,4.1,Night club,https://images.squarespace-cdn.com/content/v1/6172ea4e0c27cf54467bf2b3/778de6cc-0c1f-4727-a1ad-bcf497992828/HOX-Logo-FA-icon-white.png?format=750w,http://houseofx.nyc/,,"""""",clubs,nyc
LPR,"158 Bleecker St, New York, NY 10012, United States",,4.4,Live music venue,,http://lpr.com/,,"""""",clubs,nyc
NYC Bar Pub Club Crawl,"205 E 17th St, New York, NY 10003, United States",1 347-523-3223,4.3,Night club,"https://static.wixstatic.com/media/8da5be_167ed1ad50ee46eca89b6b2269cac9e2~mv2_d_2000_1860_s_2.png/v1/fill/w_30,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/8da5be_167ed1ad50ee46eca89b6b2269cac9e2~mv2_d_2000_1860_s_2.png",http://www.nycrawl.com/,,"""""",clubs,nyc
Spring Lounge,"48 Spring St, New York, NY 10012, United States",,4.5,Bar,http://images.squarespace-cdn.com/content/v1/55d65526e4b042e96ce98f95/1442014272159-DQWAVTVUWM43QG431HPD/SPRING+LOUNGE_logo-01.png?format=1500w,http://thespringlounge.com/,,"""""",clubs,nyc
Silver Lining,"75 Murray Street, New York, NY 10007, United States",212-513-1234,4.3,Bar,,,,"""""",clubs,nyc
Napoli Club New York City,"48 E 12th St, New York, NY 10003, United States",212-777-7781,,Social club,,,,"""""",clubs,nyc
Pioneers Bar NYC,"138 W 29th (b/t 6th and 7th) New York, NY 10001",,4.2,Sports bar,https://images.squarespace-cdn.com/content/v1/608c917db320070cf0e9eafd/1619825123713-CKLYLZ53X1PLWLGK2FSH/pioneers-logo-est-1-1080x318.png?format=1500w,https://www.pioneersbar.com/,,"""""",clubs,nyc
On Now Bar and Lounge,"431 7th Ave FL 3, New York, NY 10001, United States",,4.3,Bar,,,,"""""",clubs,nyc
Marylin,"595-599 Lexington Ave, New York, NY 10022, United States",,,Night club,,,,"""""",clubs,nyc
SING SING St.Marks Karaoke,"9 St Marks Pl, New York, NY 10003, United States",212-387-7800,4.3,Karaoke,http://www.karaokesingsing.com/__static/f1a3c608-f889-4962-ab62-deb4f329134f/image_tablet,http://www.karaokesingsing.com/,,"""""",clubs,nyc
Silver Lining Lounge,"145 Bowery, New York, NY 10002, United States",212-481-3763,4.3,Piano bar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNoshQN9otbCE7rWMZQyaDt1X2JSqjbglU-_pFjuWh1g&s,https://taogroup.com/venues/silver-lining-lounge-new-york/,,"""""",clubs,nyc
Sing Sing Ave A.,"81 Avenue A, New York, NY 10009, United States",212-674-0700,4.1,Karaoke bar,https://uploads-ssl.webflow.com/60e5f94ac3e2e0551b212962/60e65e4936315bbd230a9c7e_LOGO_BLACKBACK-removebg-preview.png,http://www.singsingavea.com/,,"""""",clubs,nyc
Indayo group,"44 W 28th St, New York, NY 10001, United States",917-566-5812,,Night club,,,,"""""",clubs,nyc
La Caverna,"122 Rivington St, New York, NY 10002, United States",212-475-2126,4,Lounge,https://lacavernanyc.com/wp-content/uploads/2020/11/lacaverna_logo_simple_white_menu_updated.png,http://www.lacavernanyc.com/,,"""""",clubs,nyc
Smithfield Hall NYC,,212-929-9677,4.4,Sports bar,https://pbs.twimg.com/profile_images/473490882239270912/EHxCrGij_400x400.png,http://www.smithfieldnyc.com/,,"""""",clubs,nyc
Play Sport Club,"M1-5, 52 Walker St, New York, NY 10013, United States",646-355-0707,4.8,Night club,https://scontent.fskt2-1.fna.fbcdn.net/v/t39.30808-6/305993939_416677397234804_4961339572172642931_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=09cbfe&_nc_ohc=F3_1WWSPqlsAX9XjWzh&_nc_ht=scontent.fskt2-1.fna&oh=00_AfD_K8ht1_Q6rctd2-mhsaC4MTP-ojbKWnlVCEC4R31YQg&oe=648BB572,https://www.facebook.com/playsportclub/,,"""""",clubs,nyc
Amsterdam Billiards Club,"110 E 11th St, New York, NY 10003, United States",12-995-0333,4.4,Pool hall,https://amsterdambilliards.com/wp-content/uploads/2017/06/abc_logo_white_stacked_bold_HK.png,http://www.amsterdambilliards.com/,,"""""",clubs,nyc
161 Lafayette,"161 Lafayette St, New York, NY 10013, United States",,4.9,Karaoke bar,,https://161-lafayette.business.site/?utm_source=gmb&utm_medium=referral,,"""""",clubs,nyc
Bar Next Door at La Lanterna di Vittorio,"129 MacDougal St, New York, NY 10012, United States",917-639-3236,4.6,Bar,,https://lalanterna.nyc/live-jazz,,"""""",clubs,nyc
Soda Club,"155 Avenue B, New York, NY 10009, United States",833-328-4588,4.7,Wine bar,https://images.squarespace-cdn.com/content/v1/5f26b13319c2212d9789d9e2/1617993463979-CH33TU61N9HU2SG1WH3V/Soda+Club+Logo+White.png?format=300w,https://www.overthrowhospitality.com/venues/sodaclub,,"""""",clubs,nyc
The Mulberry,"Lower Level, 240 Mulberry St, New York, NY 10012, United States",,4.5,Lounge,https://cache.krop.com/themulberrybar-635050bc29d8b41.jpg,https://www.themulberrybar.com/#/,,"""""",clubs,nyc
Studio 54,"254 W 54th St, New York, NY 10019, United States",212-719-1300,4.6,Theater,,http://www.roundabouttheatre.org/,,"""""",clubs,nyc
Actuar,"230 W 39th St 4th floor, New York, NY 10018, United States",,,Night club,,,,"""""",clubs,nyc
Dinner Dancers Inc,"345 W 58th St # 11A, New York, NY 10019, United States",212-459-1027,,Night club,,,,"""""",clubs,nyc
New York Clubs Online,"245 8th Ave, Manhattan, NY 10011, United States",646-801-7099,2,Adult entertainment club,,,,"""""",clubs,nyc
Club,"282 W 44th St, New York, NY 10036, United States",,,Bar,,,,"""""",clubs,nyc
RussiaLGBT,"Broad St, New York, NY 10004, United States",,,Gay night club,,,,"""""",clubs,nyc
Gh,"36-0-36-98 Review Ave, Queens, NY 11101, United States",,,Night club,,,,"""""",clubs,nyc
Hueco,"97-15 Christie Ave, Queens, NY 11368, United States",,,Night club,,,,"""""",clubs,nyc
Cafe Bohemia,"15 Barrow St, New York, NY 10014, United States",212-691-6127,4.1,Jazz club,,https://cafebohemiany.com/,,"""""",clubs,nyc
230 Fifth Rooftop Bar,"230 5th Ave, New York, NY 10001, United States",212-725-4300,4.3,Lounge,https://www.230-fifth.com/wp-content/uploads/2022/05/web-logo-1.png,http://www.230-fifth.com/,,"""""",clubs,nyc
House of Yes,"2 Wyckoff Ave, Brooklyn, NY 11237, United States",646-838-4937,4.6,Night club,https://images.squarespace-cdn.com/content/v1/60eefee8ddd3d006b4096467/6aa7b5f7-6669-4cac-81dc-3fd0ed3f8bee/House+of+Yes_Logo_FA-01+brighter.png?format=1500w,http://houseofyes.org/,,"""""",clubs,nyc
Roma Club New York,"66 Gold St, New York, NY 10038, United States",,4.8,Club,,,,"""""",clubs,nyc
Viva,"605 W 48th St, New York, NY 10036, United States",914-963-2146,5,Night club,,http://vivasaturdays.com/,,"""""",clubs,nyc
The Highlight Room,"145 Bowery, New York, NY 10002, United States",212-481-3763,3.3,Lounge,https://www.discotech.me/wp-content/uploads/2017/07/highlightroom_la.jpg,https://taogroup.com/venues/the-highlight-room-new-york/,,"""""",clubs,nyc
Parkside Lounge,"317 E Houston St, New York, NY 10002, United States",212-673-6270,4.3,Lounge,https://images.squarespace-cdn.com/content/v1/624dbbd76b3f487e53fc4c6e/30941b94-27b1-4a52-a8c3-ab03f3b5787d/Parkside-logo_lounge_knockout.gif?format=1500w,http://www.parksidelounge.nyc/,,"""""",clubs,nyc
CLUB THEY,"200 E 33rd St, New York, NY 10016, United States",,5,Night club,,,,"""""",clubs,nyc
Arthur's Tavern,"57 Grove St, New York, NY 10014, United States",212-414-4314,4.3,Jazz club,https://arthurstavern.nyc/wp-content/uploads/2022/01/logoarthurs.svg,https://arthurstavern.nyc/,,"""""",clubs,nyc
NEXUS Club New York,"100 Church St 7th Floor, New York, NY 10007, United States",929-388-7030,4.9,Club,https://s3.amazonaws.com/cuag/entities/000/188/922/avatar300-1d739ddb3a40028bdff7e4658f3987bd-0-192-1024-721.jpg,http://www.nexusclubny.com/,,"""""",clubs,nyc
Boxers NYC,"37 W 20th St, New York, NY 10011, United States",212-255-5082,3.9,Gay bar,https://wifast-hashed.s3.amazonaws.com/production/hash-990fb6145050f62a9a36187643b13198,https://boxersnyc.com/,,"""""",clubs,nyc
Wingcraptel,"123 Washington St #51B, New York, NY 10006, United States",,,Night club,,,,"""""",clubs,nyc
Luis Gomez Presents SPUNK @ The Monster,"80 Grove St, New York, NY 10014, United States",,4.5,Gay night club,"https://static.wixstatic.com/media/3348e8_547759a78ec0436388b7a5822ead5b0d~mv2.jpg/v1/crop/x_0,y_490,w_2550,h_1402/fill/w_302,h_166,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/SQ%20Logo%20Monster%20Spunk.jpg",http://www.spunknyc.com/,,"""""",clubs,nyc
Outer Heaven,"191 Chrystie St, New York, NY 10002, United States",,4.6,Night club,https://images.squarespace-cdn.com/content/v1/638e60ab5314293c479b9751/a6dcb30c-a9de-4cbb-b60a-30d66e68a887/Logo.png?format=1500w,http://outerheaven.nyc/,,"""""",clubs,nyc
Club Gera Gera,"238 E 53rd St, New York, NY 10022, United States",212-888-0558,3.5,Cabaret club,https://lh3.googleusercontent.com/p/AF1QipMDPjletT8R3cHTTYJrFKR7DIBErt5ns1rRsE1S=s680-w680-h510,https://www.geragera.nyc/,,"""""",clubs,nyc
Jacaranda Club LLC,"333 E 60th St, New York, NY 10022, United States",212-421-3600,3.4,Adult entertainment club,,http://www.nysapphire.com/,,"""""",clubs,nyc
Rex NY Cigar Club,"126 Pearl St 2nd floor, New York, NY 10005, United States",212-858-9932,4.7,Lounge,https://barclayrex.s3.amazonaws.com/logo_0cc80a07fd.png,http://barclayrex.com/rex-club/,,"""""",clubs,nyc